|Unnamed: 0|Name|Deutscher Name|UUID des Taxons|UUID des direkt übergeordneten Taxons|Synonyme|Konzeptbeziehungen|Jahrzehnt|Auswertung|Taxa|Arten|Oberste Taxa|Status|Neobiota|Aktuelle Bestandssituation|kurzfristiger Bestandstrend|Langfristiger Bestandstrend|Sonderfälle|Letzter Nachweis|RL Kat.|Risikofaktoren|Risikofaktoren (Kürzel 1)|Risikofaktoren (Kürzel 2)|Risikofaktoren (Kürzel 3)|Taxonomischer Bezug|alte RL- Kat.|Kat. +/-|Grund der Kategorieänderung 1|Grund der Kategorieänderung 2|Grund der Kategorieänderung 3|Kommentar zur Taxonomie|Kommentar zur Gefährdung|Kommentar zur Nachsuche|Weitere Kommentare|Anteil|Lage|Gefährdung|Verantwortlichkeit|Endemit|Kommentar zur Verantwortlichkeit
1706|1706|Galinsoga quadriradiata Ruiz & Pav.|Zottiges Franzosenkraut|9a816e65-9327-4330-a1d9-9bc4cb638238|||≙Galinsoga quadriradiata Ruiz & Pav.||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
1707|1707|Galium aparine agg.|Kletten-Labkraut (Artengruppe)|61b9a323-b91b-4a47-be59-08e90ceea93d|||≙Galium aparine agg.||A|||Oberste Taxa|I||Sehr häufig|^|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
1708|1708|Galium aparine L.|Kletten-Labkraut|de069033-bb9e-48ff-802f-5c8b1e8f1b59|61b9a323-b91b-4a47-be59-08e90ceea93d||≙Galium aparine L.||K|Taxa|Arten||I||Sehr häufig|^|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1709|1709|Galium spurium L.|Kleinfrüchtiges Kletten-Labkraut|6d89393f-33a0-4823-8a70-211ca323c352|61b9a323-b91b-4a47-be59-08e90ceea93d|Galium spurium subsp. spurium#Galium spurium subsp. vaillantii|>Galium spurium subsp. spurium#>Galium spurium subsp. vaillantii||K|Taxa|Arten||I||Selten|(v)|Mäßiger Rückgang|||3|=||||>|V|-|R|T|||||"Korneck et al. (1998) unterschieden zwei Unterarten, das häufigere Galium spurium subsp. vaillantii sowie das vermutlich deutlich seltenere G. spurium subsp. spurium. Erstere Unterart wurde in die Kategorie ""V"" eingestuft, letztere in die Kategorie ""D""."|A0|Lh|G+|||
1710|1710|Galium boreale L.|Nordisches Labkraut|06cee5b6-f19b-413b-95f7-5a7e11cefaec|||≙Galium boreale L.||M||Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lr|G+|||
1711|1711|Galium boreale subsp. boreale|Nordisches Labkraut|203dc0ee-7b47-487d-b6ff-2f27ce1748dd|06cee5b6-f19b-413b-95f7-5a7e11cefaec|Galium boreale|≙Galium boreale||I|Taxa|||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lr|G+|||
1712|1712|Galium glaucum L.|Blaugrünes Labkraut|4ec84ce4-f027-4c62-b8a4-db7708a9f58e|||≙Galium glaucum L.||M||Arten|Oberste Taxa|I||Selten|=|Mäßiger Rückgang|||V|=||||≙|V|=|||||||||||nb||
1713|1713|Galium glaucum subsp. glaucum|Blaugrünes Labkraut|4ed75c7c-8bd0-4990-bb59-87032c1f0f45|4ec84ce4-f027-4c62-b8a4-db7708a9f58e|Galium glaucum|≙Galium glaucum||I|Taxa|||I||Selten|=|Mäßiger Rückgang|||V|=||||≙|V|=|||||||||||nb||
1714|1714|Galium megalospermum All.|Schweizer Labkraut|7915617a-9ac2-4adb-a30c-f6d42fa853f3|||≙Galium megalospermum All.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
1715|1715|Galium mollugo agg.|Wiesen-Labkraut (Artengruppe)|22805a58-6f2b-42e8-b6a5-c538852aba3a|||≙Galium mollugo agg.||A|||Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
1716|1716|Galium album Mill.|Weißes Labkraut|710e5044-cabf-4216-b67e-e14784c7c839|22805a58-6f2b-42e8-b6a5-c538852aba3a|Galium lucidum|>Galium album#>Galium lucidum||T||Arten||I||Sehr häufig|=|Gleich bleibend|||*|=||||>|*|=|||||||In nicht regionalisierten Ansaatmischungen enthalten.|A0|Lh|G+|||
1717|1717|Galium album subsp. album|Weißes Labkraut|35162ac0-12cc-4791-ab70-22b83f1ed3ec|710e5044-cabf-4216-b67e-e14784c7c839|Galium album#Galium lucidum|>Galium album#>Galium lucidum||F|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||>|*|=||||Die von Korneck et al. (1996) aus heutiger Sicht irrtümlich als Galium lucidum bezeichneten Bestände gehören zu G. album subsp. album.||||A0|Lh|G+|||
1718|1718|Galium album subsp. pycnotrichum (Heinr. Braun) Krendl|Behaartes Weißes Labkraut|1a2e1281-a036-445f-ba04-79fbb52d8daa|710e5044-cabf-4216-b67e-e14784c7c839||||F|Taxa|||I||Unbekannt|=|Gleich bleibend|||D|=|||||kN|||||||||A0|Li|G+|(!)||Das pannonisch-nordbalkanische Galium album subsp. pycnotrichum ist vorwiegend südosteuropäisch verbreitet mit Exklaven im Böhmischen Becken und isolierten Vorposten in mittel- und süddeutschen Trockengebieten.
1719|1719|Galium mollugo L.|Wiesen-Labkraut|840105aa-8634-4f3a-9a88-a87f60d571c5|22805a58-6f2b-42e8-b6a5-c538852aba3a||≙Galium mollugo L.||K|Taxa|Arten||I||Unbekannt|=|Gleich bleibend|||D|=||||≙|*| ||||||||A1|Lh|G+|||
1720|1720|Galium truniacum (Ronniger) Ronniger|Traunsee-Labkraut|7232c100-bbdf-4c8a-b52c-6516dd0df7c4|22805a58-6f2b-42e8-b6a5-c538852aba3a||≙Galium truniacum (Ronniger) Ronniger||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G2|||
1721|1721|Galium noricum Ehrend.|Norisches Labkraut|2ece9289-a371-4004-992f-f7906c846f3d|||≙Galium noricum Ehrend.||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
1722|1722|Galium odoratum (L.) Scop.|Waldmeister|031963ce-c405-465a-91a3-5b12ccb2f193|||≙Galium odoratum (L.) Scop.||S|Taxa|Arten|Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1723|1723|Galium palustre agg.|Sumpf-Labkraut (Artengruppe)|9373cb06-df7b-4cc5-ac13-113bfb817358||Galium palustre subsp. elongatum#Galium palustre subsp. palustre|>Galium palustre subsp. elongatum#>Galium palustre subsp. palustre||A|||Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||>|nb|||||||||A0|Lh|G+|||
1724|1724|Galium elongatum C. Presl|Hohes Labkraut|7cb15613-27eb-489a-b92d-6704aa971302|9373cb06-df7b-4cc5-ac13-113bfb817358|Galium palustre subsp. elongatum|≙Galium palustre subsp. elongatum||K|Taxa|Arten||I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1725|1725|Galium palustre L.|Sumpf-Labkraut|69d9044b-5183-4a0c-b6c7-e0c6bb2bc340|9373cb06-df7b-4cc5-ac13-113bfb817358|Galium palustre subsp. palustre|≙Galium palustre subsp. palustre||K|Taxa|Arten||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1726|1726|Galium parisiense L.|Pariser Labkraut|ea19d51f-ea43-45ea-a73d-5e1a843d14d6|||≙Galium parisiense L.||M||Arten|Oberste Taxa|I||Sehr selten|?|Starker Rückgang|||1|=||||≙|0|+|K|||||||A0|Lr|G+|||
1727|1727|Galium parisiense subsp. parisiense|Pariser Labkraut|fa1921d9-18a6-47d5-8858-727316e4dde2|ea19d51f-ea43-45ea-a73d-5e1a843d14d6|Galium parisiense|≙Galium parisiense||I|Taxa|||I||Sehr selten|?|Starker Rückgang|||1|=||||≙|0|+|K||||||Archäophytische und neophytische Vorkommen lassen sich kaum trennen.|A0|Lr|G+|||
1728|1728|Galium pomeranicum Retz.|Gelblichweißes Labkraut|2e360a24-99ae-4415-91df-30be7d9e2636|||||M||Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
1729|1729|Galium pomeranicum subsp. pomeranicum|Gelblichweißes Labkraut|cec33ba4-7420-435f-8fbb-5d6fac67e1a5|2e360a24-99ae-4415-91df-30be7d9e2636||||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
1730|1730|Galium pusillum agg.|Kleines Labkraut (Artengruppe)|4cf5dcee-e5ee-48a9-b168-d1690c1c9929|||≙Galium pusillum agg.||A|||Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|nb||||||||||||nb||
1731|1731|Galium anisophyllon Vill.|Ungleichblättriges Labkraut|306a149d-deae-4499-9425-8ac5d20058b6|4cf5dcee-e5ee-48a9-b168-d1690c1c9929||≙Galium anisophyllon Vill.||T||Arten||I||Selten|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1732|1732|Galium anisophyllon subsp. anisophyllon|Ungleichblättriges Labkraut|c5f77124-815f-40c9-bb53-11c755685f42|306a149d-deae-4499-9425-8ac5d20058b6|Galium anisophyllon|≙Galium anisophyllon||F|Taxa|||I||Selten|=|Gleich bleibend|||*|=||||≙|*|=|||||Im Alpenvorland zurückgehend.||||||nb||
1733|1733|Galium pumilum Murray|Heide-Labkraut|cd24aabc-2ef2-4bbd-938e-9034c7b77b74|4cf5dcee-e5ee-48a9-b168-d1690c1c9929||≙Galium pumilum Murray||K|Taxa|Arten||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|*|-|R|||||||A3|Lz|G+|!!||
1734|1734|Galium sterneri Ehrend.|Sterners Labkraut|c50eff23-124e-4145-92a3-e992a133d4f0|4cf5dcee-e5ee-48a9-b168-d1690c1c9929||≙Galium sterneri Ehrend.||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||≙|*|-|K||||"In Korneck et al. (1996, 1998) wohl irrtümlich als ungefährdet eingestuft, obwohl nur in Schleswig-Holstein vorkommend und in der Synopse von Korneck et al. (1996) für dieses Bundesland in die Gefährdungskategorie ""1"" eingestuft. "|Zwischenzeitlich galt die Art als verschollen (Mierwald & Romahn 2006). 2014 wurde sie auf Sylt wiedergefunden.||A0|Lr|G+|||
1735|1735|Galium suecicum (Sterner) Ehrend.|Schwedisches Labkraut|bf2792c1-a953-4f6a-9eaa-3ed0029b59f2|4cf5dcee-e5ee-48a9-b168-d1690c1c9929||≙Galium suecicum (Sterner) Ehrend.||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=||||≙|*| ||||||||A1|Lh|G+|||
1736|1736|Galium valdepilosum Heinr. Braun|Mährisches Labkraut|6dec7af6-41f8-4f7a-8ab3-2d6d4cacfa4d|4cf5dcee-e5ee-48a9-b168-d1690c1c9929||≙Galium valdepilosum Heinr. Braun||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|*|-|R|||||||A1|Lh|G2|!!||
1737|1737|Galium rotundifolium L.|Rundblatt-Labkraut|a52bc580-0dca-44db-a0ff-420a21613cdc|||≙Galium rotundifolium L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lz|G+|!||
1738|1738|Galium saxatile L.|Harzer Labkraut|8566f85b-c9b4-4414-8203-40d484b437d1|||≙Galium saxatile L.||S|Taxa|Arten|Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lh|G+|||
1739|1739|Galium sylvaticum agg.|Wald-Labkraut (Artengruppe)|7a456546-4062-4c0f-b9e4-86382dce75f1|||≙Galium sylvaticum agg.||A|||Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
1740|1740|Galium aristatum L.|Grannen-Labkraut|a936ef9d-6c53-4a65-9ab6-6f074294047b|7a456546-4062-4c0f-b9e4-86382dce75f1||≙Galium aristatum L.||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lr|G+|||
1741|1741|Galium intermedium Schult.|Glattes Labkraut|fa38b71b-c4d0-4e06-86aa-fd40d5b1eb7f|7a456546-4062-4c0f-b9e4-86382dce75f1|Galium schultesii|≙Galium schultesii||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|*|-|K|||||||A0|Lr|G+|||
1742|1742|Galium sylvaticum L.|Wald-Labkraut|29a1f442-bc06-4e33-a55d-c739ee4b6bf2|7a456546-4062-4c0f-b9e4-86382dce75f1||≙Galium sylvaticum L.||K|Taxa|Arten||I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A3|Lz|G+|!!||
1743|1743|Galium tricornutum Dandy|Dreihörniges Labkraut|a4db075a-7f63-48ca-9e7a-219570f36763|||≙Galium tricornutum Dandy||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|R|||||||A1|Lr|G?|?||
1744|1744|Galium uliginosum L.|Moor-Labkraut|63620525-1538-4107-af38-20e12dfe7b2b|||≙Galium uliginosum L.||S|Taxa|Arten|Oberste Taxa|I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1745|1745|Galium verrucosum Huds.|Anis-Labkraut|94f9a4f7-93bd-44b3-b8bb-f919afa8f59e|||||M||Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
1746|1746|Galium verrucosum subsp. verrucosum|Anis-Labkraut|3c3759c8-15cc-4495-9f51-00200c6e1ec5|94f9a4f7-93bd-44b3-b8bb-f919afa8f59e||||I|Taxa|||N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
1747|1747|Galium verum agg.|Echtes Labkraut (Artengruppe)|16288008-470b-4bff-b32d-db4aa3023222|||≙Galium verum agg.||A|||Oberste Taxa|I||Häufig|(v)|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
1748|1748|Galium verum L.|Echtes Labkraut|f3e46848-7538-4462-81ff-de72b4671e0e|16288008-470b-4bff-b32d-db4aa3023222|Galium verum subsp. verum|≙Galium verum subsp. verum||T||Arten||I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1749|1749|Galium verum subsp. verum|Echtes Labkraut|1719b43f-0422-4f99-b8ae-083c2ef637ae|f3e46848-7538-4462-81ff-de72b4671e0e||≙Galium verum subsp. verum||F|Taxa|||I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=|||||||In nicht regionalisierten Ansaatmischungen enthalten.|A0|Lh|G+|||
1750|1750|Galium wirtgenii F.W. Schultz|Wirtgens Labkraut|8fbc696c-41ee-405c-93d8-f8ef707523eb|16288008-470b-4bff-b32d-db4aa3023222|Galium verum subsp. wirtgenii|≙Galium verum subsp. wirtgenii||K|Taxa|Arten||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A1|Lr-h|G+|||
1751|1751|Genista anglica L.|Englischer Ginster|fe19ed40-4363-446b-bba1-1b7873ea7b2b|||≙Genista anglica L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G+|||
1752|1752|Genista germanica L.|Deutscher Ginster|0dd1588d-f102-45c6-9d3f-7207c1831050|||≙Genista germanica L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|V|-|R|||||||A1|Lz|G+|!||
1753|1753|Genista pilosa L.|Haar-Ginster|c3bdc710-0df3-409f-ab76-bd0b1aa7dd4e|||≙Genista pilosa L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|*|-|R|||||||A1|Lz|G+|!||
1754|1754|Genista sagittalis L.|Flügel-Ginster|78b7cec4-f7e6-4875-bdb7-1a5bd495743e||Chamaespartium sagittale|≙Chamaespartium sagittale||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|*|-|R||||||||||nb||
1755|1755|Genista tinctoria L.|Färber-Ginster|f2422145-998d-4e3b-85ab-71b8ce859100|||≙Genista tinctoria L.||M||Arten|Oberste Taxa|I||Häufig|(v)|Starker Rückgang|||V|=||||≙|*|-|R|||||||A0|Lh|G+|||
1756|1756|Genista tinctoria subsp. littoralis (Corb.) Rothm.|Küsten-Färber-Ginster|98a1715c-86c0-4c4b-b030-2f9dd4e8eef4|f2422145-998d-4e3b-85ab-71b8ce859100||≙Genista tinctoria subsp. littoralis (Corb.) Rothm.||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||≙|*| ||||||||A1|Lh|G+|||
1757|1757|Genista tinctoria subsp. tinctoria|Färber-Ginster|4a6c5f54-1abf-4daf-87e5-3df6bab1404c|f2422145-998d-4e3b-85ab-71b8ce859100||≙Genista tinctoria subsp. tinctoria||I|Taxa|||I||Häufig|(v)|Starker Rückgang|||V|=||||≙|*|-|R||||Regional stärker im Rückgang und gefährdet.|||A0|Lh|G+|||
1758|1758|Gentiana acaulis L.|Kiesel-Glocken-Enzian|257153fe-56a6-4509-b69d-5750038634e8|||≙Gentiana acaulis L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G+|||
1759|1759|Gentiana asclepiadea L.|Schwalbenwurz-Enzian|ca8c213c-40b8-423a-a09d-3b32966d7636|||≙Gentiana asclepiadea L.||S|Taxa|Arten|Oberste Taxa|I||Selten|=|Gleich bleibend|||*|=||||≙|3|+|K||||Außerhalb der Alpen regional im Rückgang und gefährdet.|||A0|Lr|G+|||
1760|1760|Gentiana bavarica L.|Bayerischer Enzian|a6f628fd-dc46-445a-b1f3-2f3556fe628d|||≙Gentiana bavarica L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
1761|1761|Gentiana clusii E.P. Perrier & Songeon|Kalk-Glocken-Enzian|e1f3a16a-ff6d-4d80-80ec-dd09d7cc4116|||≙Gentiana clusii E.P. Perrier & Songeon||M||Arten|Oberste Taxa|I||Selten|=|Mäßiger Rückgang|||V|=||||≙|3|+|R|||||||A0|Lr|G+|||
1762|1762|Gentiana clusii subsp. clusii|Kalk-Glocken-Enzian|16791134-5f24-4a68-88e7-20b0220bf3f2|e1f3a16a-ff6d-4d80-80ec-dd09d7cc4116|Gentiana clusii|≙Gentiana clusii||I|Taxa|||I||Selten|=|Mäßiger Rückgang|||V|=||||≙|3|+|R||||Im Alpenvorland zurückgehend und teilweise gefährdet.|||A0|Lr|G+|||
1763|1763|Gentiana cruciata L.|Kreuz-Enzian|e147d91c-a7d5-4362-8eb2-607084dcd93f|||≙Gentiana cruciata L.||M||Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|R|||||||A0|Lr|G+|||
1764|1764|Gentiana cruciata subsp. cruciata|Kreuz-Enzian|f4181ab1-1531-4811-bfef-3252210b7ef9|e147d91c-a7d5-4362-8eb2-607084dcd93f|Gentiana cruciata|≙Gentiana cruciata||I|Taxa|||I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|R|||||||A0|Lr|G+|||
1765|1765|Gentiana lutea L.|Gelber Enzian|d3a677a4-80fc-402a-9ebb-7e8704154998|||≙Gentiana lutea L.||M||Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G+|||
1766|1766|Gentiana lutea subsp. lutea|Gelber Enzian|6b57f052-9e46-4ce0-8eec-ac5c2b466ec6|d3a677a4-80fc-402a-9ebb-7e8704154998|Gentiana lutea|≙Gentiana lutea||I|Taxa|||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=|||||In niederen Lagen stärker zurückgegangen.|||A0|Lr|G+|||
1767|1767|Gentiana nivalis L.|Schnee-Enzian|80dea124-6491-4ac9-a7ed-3a37343ebfe2|||≙Gentiana nivalis L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
1768|1768|Gentiana orbicularis Schur|Rundblättriger Enzian|139ee542-6bbc-4e32-aa9a-4d57d483dc4d|||≙Gentiana orbicularis Schur||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
1769|1769|Gentiana pannonica Scop.|Ungarn-Enzian|3052d658-6884-4630-9b02-5dad355e6010|||≙Gentiana pannonica Scop.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|3|+|K|||||||A0|Lr|G?|?||
1770|1770|Gentiana pneumonanthe L.|Lungen-Enzian|d46b8580-e6da-4227-9fd1-0e55fb7259d7|||≙Gentiana pneumonanthe L.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|R|||||||A0|Lh|G+|||
1771|1771|Gentiana punctata L.|Tüpfel-Enzian|5ddda9bd-98ba-4aeb-8b53-afa94d8ad647|||≙Gentiana punctata L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G+|||
1772|1772|Gentiana purpurea L.|Purpur-Enzian|ca72c8ae-a0e5-4b07-8190-ffde903fa5b7|||≙Gentiana purpurea L.||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
1773|1773|Gentiana utriculosa L.|Schlauch-Enzian|c4899d0b-4eb3-40f7-ba02-f94af557e222|||≙Gentiana utriculosa L.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|2|=||||||||A0|Lr|G+|||
1774|1774|Gentiana verna L.|Frühlings-Enzian|d7c0607e-9517-4b8a-b7ff-064389121684|||≙Gentiana verna L.||M||Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A1|Lh|G+|||
1775|1775|Gentiana verna subsp. verna|Frühlings-Enzian|c0384d3b-a3ef-4768-8445-16a0f886bbce|d7c0607e-9517-4b8a-b7ff-064389121684|Gentiana verna|≙Gentiana verna||I|Taxa|||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=|||||Außerhalb der Alpen stärker zurückgegangen, in den Alpen weniger gefährdet.|||A1|Lh|G+|||
1776|1776|Gentianella amarella agg.|Bitterer Kranzenzian (Artengruppe)|a63d1b66-66a3-4e6f-bb5d-ddee49dbc069|||≙Gentianella amarella agg.||A|||Oberste Taxa|I||Sehr selten|(v)|Starker Rückgang|||1|=||||≙|nb||||||||||||nb||
1777|1777|Gentianella amarella (L.) Börner|Bitterer Kranzenzian|d65a9459-2319-4890-9f8e-2a62c76e227e|a63d1b66-66a3-4e6f-bb5d-ddee49dbc069||≙Gentianella amarella (L.) Börner||K|Taxa|Arten||I||Extrem selten|(v)|Starker Rückgang|S||2|=||||≙|2|=||||||||A0|Lr|G?|?||
1778|1778|Gentianella uliginosa (Willd.) Börner|Sumpf-Kranzenzian|d5825d65-6e99-4b21-85f5-71226bed88b5|a63d1b66-66a3-4e6f-bb5d-ddee49dbc069||≙Gentianella uliginosa (Willd.) Börner||K|Taxa|Arten||I||Sehr selten|(v)|Starker Rückgang|||1|=||||≙|2|-|R|||||||A1|Lz|G2|!!||
1779|1779|Gentianella campestris (L.) Börner|Feld-Kranzenzian|0235672a-5650-410d-a460-8d590f1ed6a0||Gentianella campestris subsp. baltica#Gentianella campestris subsp. campestris|>Gentianella campestris subsp. baltica#>Gentianella campestris subsp. campestris||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||>|nb||||||In den Alpen stabile Bestände, außerhalb extrem stark zurückgegangen und überall stark gefährdet.|||A0|Lr|G+|||
1780|1780|Gentianella germanica agg.|Deutscher Kranzenzian (Artengruppe)|c2f8c0b7-3e59-4ddd-b9ce-7fb5130e8fe3|||≙Gentianella germanica agg.||A|||Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|nb||||||||||||nb||
1781|1781|Gentianella aspera (Hegetschw.) Skalický et al.|Rauer Kranzenzian|b099af99-85e4-4046-8d97-60df8849152a|c2f8c0b7-3e59-4ddd-b9ce-7fb5130e8fe3||≙Gentianella aspera (Hegetschw.) Skalický et al.||K|Taxa|Arten||I||Selten|=|Gleich bleibend|||*|=||||≙|3|+|K||||Im Alpenvorland im Rückgang und gefährdet, in den Alpen nicht im Bestand gefährdet.|||A0|Lr|G+|||
1782|1782|Gentianella germanica (Willd.) Börner|Deutscher Kranzenzian|cc08632d-0fc1-4388-a768-5b9170e74205|c2f8c0b7-3e59-4ddd-b9ce-7fb5130e8fe3||≙Gentianella germanica (Willd.) Börner||K|Taxa|Arten||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|3|+|R(Na)|||||||A1|Lh|G+|||
1783|1783|Gentianella lutescens (Velen.) Holub|Karpaten-Kranzenzian|ab6eeb52-9da9-4cc7-9df3-79b38799b08d|c2f8c0b7-3e59-4ddd-b9ce-7fb5130e8fe3||≙Gentianella lutescens (Velen.) Holub||K|Taxa|Arten||I||Extrem selten|(v)|Starker Rückgang|||1|=||||≙|1|=|||||||Im Rahmen der Richtlinie „Natürliches Erbe“ werden an dem sächsischen Vorkommen seit 2011 Artenschutzmaßnahmen durchgeführt.|A0|Li|G?|(!)||Die erzgebirgischen Vorkommen in Deutschland bilden einen isolierten Vorposten des pannonischen Hauptareals (Welk 2002). Ob biogeographisch hochgradige Isolation vorliegt, bedarf der weiteren Überprüfung.
1784|1784|Gentianella praecox (A. Kern. & Jos. Kern.) E. Mayer|Früher Kranzenzian|0e196dc3-e9e1-489a-a0f9-27fedbb5b26d|c2f8c0b7-3e59-4ddd-b9ce-7fb5130e8fe3||||T||Arten||I||Extrem selten|(v)|Starker Rückgang|||1|=|||||kN||||||||||||nb||
1785|1785|Gentianella praecox subsp. bohemica (Skalický) Holub|Böhmischer Kranzenzian|936887ea-080e-4d1f-84c4-e2479a94f103|0e196dc3-e9e1-489a-a0f9-27fedbb5b26d|Gentianella bohemica|≙Gentianella bohemica||F|Taxa|||I||Extrem selten|(v)|Starker Rückgang|||1|=||||≙|1|=||||||||A1|Lh|G2|!!||
1786|1786|Gentianopsis ciliata (L.) Ma|Fransenenzian|7c0c96d4-242c-4854-baf4-0f9b5f3b60f5||Gentianella ciliata|≙Gentianella ciliata||M||Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|3|+|R(Na)|||||||A1|Lh|G+|||
1787|1787|Gentianopsis ciliata subsp. ciliata|Fransenenzian|c35374f1-9b5f-4641-9642-81373e7e3a5a|7c0c96d4-242c-4854-baf4-0f9b5f3b60f5|Gentianella ciliata|≙Gentianella ciliata||I|Taxa|||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|3|+|R(Na)|||||||A1|Lh|G+|||
